Name,Duplicate,Spellings_semicolon_separated,Aliases
Ta’a’a,FALSE,[ta-]a-a; ta-a-a,
Ṭāb-ahī,FALSE,Ṭá-áb-a-hu; DÙG-a-hi-e; DÙG-a-hi; DU10-a-hi-ma; DUG-a-he-e,Ṭāb-ahē; Ṭab-ahi
Ṭāb-Anum,FALSE,DÙG-a-num; DU10-a-num,
Ṭab-Aššur,FALSE,DÙG-a-šùr; DU10-a-šùr; DÙG-A-šur; DU10-A-šur; DU10-A-šùr; DÙG-A-šùr,
Ṭāb-Aššur,FALSE,DÙG-a-šùr; DU10-a-šùr; DÙG-A-šur; DU10-A-šur,
Ṭāb-dadi,FALSE,DÙG-da-dí,
Ṭab-ili,FALSE,,
Ṭāb-ilī,FALSE,DÙG-ì-lí,
Ṭāb-iluka,FALSE,Ta-ba-lu-ga; Ta-ba-an-ga,
Ṭāb-pī-Anum,FALSE,Ta-bi-a-nu-um; -num,
Ṭāb-pī-Aššur,FALSE,DÙG-pí-a-šùr,
Ṭāb-pī-Ištar,FALSE,DÙG-pí-iš8-tár,
Ṭāb-ṣill-Adad,FALSE,,
Ṭāb-ṣill-Aššur,FALSE,DÙG-ṣí-lá-A-šùr; DU10-ṣí-lá-A-šùr,
Ṭāb-ṣill-Suen,FALSE,DÙG-ṣí-li-sú-in,
Ṭab-ṣilla-Aššur,FALSE,,
Ṭāb-ṣilli-Aššur,FALSE,,
Tabarlu,FALSE,ta-ba-ar-lu,
Tabatum,FALSE,Ta-ba-tim,
Ṭābāya,FALSE,Ta-ba; Ta-ba-a; DÙG-a-a; DU10-a-a,
Tabbaba,FALSE,ta-ba-ba,
Tābi-Aššur,FALSE,Ta-bi4-A-šùr,
Tabia,FALSE,ta-bi-a,
Tabiānum,FALSE,,
Tabina,FALSE,Ta-bi-na,
Tadhul,FALSE,ta-ad-hu-ul,
Tadkabu,FALSE,ta-ad-ka-bu,
Tadmurum,FALSE,,
Tagaduba,FALSE,Ta-ga-du-ba,
Taganaba,FALSE,,
Taha,FALSE,Ta-ha-a; ta-ha,
Taha’a,FALSE,ta-ha-a,
Tahamašu'e,FALSE,ta-ha-ma-šu-e,
Tahamašue,FALSE,ta-ha-ma-šu-e,
Tahani,FALSE,Ta-ha-ni,
Tahara,FALSE,,
Tahaša,FALSE,,
Tahašaili,FALSE,Ta-ha-ša-i-li; Ta-ha-ša-li; Ta-ah-ša-li; Ta-ah-ša-ili5; ; Ta-ha-ší-li; Ta-ah-ša-a-li,Tah(a)šili
Tahāya,FALSE,,
Tahe,FALSE,Ta-ah-e,
Tahili,FALSE,ta-hi-li,
Tahiši,FALSE,,
Tahišili,FALSE,,
Tahišra,FALSE,ta-hi-iš-ra,
Tahšali,FALSE,,
Tahuta,FALSE,Ta-hu-ta,
Tahzi,FALSE,Ta-ah-zi,
Taiša,FALSE,Ta-i-ša-a,
Taišamaī’um,FALSE,,
Takā,FALSE,Ta-ka-a; ta-kà-a,
Takana,FALSE,Ta-ga-na; ta-kà-na,
Takanabaya,FALSE,ta-ka-na-ba,
Takanapa,FALSE,Ta-kà-na-pá-a,
Taki,FALSE,Ta-ki; Ta-ki-e; Ta-ki-i,
Takil-Aššur,FALSE,ta-ki-il5-a-šur,
Tākil-Aššur,FALSE,Ta-ki-il5-A-šur,
Takilaya,FALSE,,
Tākilāya,FALSE,Ta-ki-lá-a,
Takiluku,FALSE,Ta-ki-lu-ku,
Takim,FALSE,,
Takkilāya,FALSE,,
Taknapura,FALSE,Da-ak-na-bu-ra,
Takniš,FALSE,Da-ak-ni-iš; Da-ak-ni-eš; Ta-ak-ni-iš,
Takšanuma,FALSE,,
Takšanuman,FALSE,Ta-ak-ša-nu-ma-an; Ták-ša-nu-ma; ták-ša-nu-ma-an,
Takšinu,FALSE,Ta-ak-ší-nu-ú,
Takua,FALSE,Ta-ku-a,
Talaš,FALSE,ta-la-áš,
Taldul,FALSE,Ta-al-du-ul,
Talhama,FALSE,Ta-al-ha-ma; tal-ha-ma,
Talhamašuwe,FALSE,Tal-ha-ma-šu-e,
Talhat,FALSE,,
Talhata,FALSE,Tal-ha-ta,
Talia,FALSE,Ta-li-a; Ta-li-a-[á]š; ta-li-a; ta-li[-a]; [t]a-li-a; [ta-l]i-a,
Talinini,FALSE,Ta-li-ni-ni,
Tališ,FALSE,Ta-li-iš,
Taliuma,FALSE,ta-li-ú-ma,
Taliuman,FALSE,Ta-li-ú-ma-an; Ta-li-ú-ma,
Taluhta,FALSE,Ta-lu-ùh-ta,
Taluka,FALSE,ta-lu-ka,
Taluwa,FALSE,,
Taluwana,FALSE,,
Talwahšušara,FALSE,a-limKI tal-wa-ah-šu-ša-ra,
Talwana,FALSE,Tal-wa-na; Ta-lu-wa-na,
Tam’ar’a,FALSE,ta-am-ar-a,
Tam(u)ria,FALSE,ta-mu-ri-a; ta-am-ri-a,
Tamapina,FALSE,ta-ma-pì-na,
Tamara,FALSE,Ta-ma-ra,
Tamaria,FALSE,Ta-ma-ri-a,
Tamia,FALSE,Ta-me-a,
Tamišit,FALSE,Da-me-ší-e-it,
Tamkārum,FALSE,,Tamkarum
Tamki,FALSE,ta-am-ki,
Tamna,FALSE,Ta-am-na-a,
Tamna’a,FALSE,ta-am-na-a,
Tamna[xx]ri,FALSE,ta-am-na-[x]-ri,
Tamnanika,FALSE,Ta-am-na-ni-kà,
Tamnašar,FALSE,ta-am-na-ša-ar; ta-am-na-šar,
Tamnašu,FALSE,,
Tamnia,FALSE,Ta-am-ni-a,
Tamniya,FALSE,,
Tamria,FALSE,Ta-am-ri-a; ta-am-ar-a,
Tamriya,FALSE,,
Tamtu,FALSE,Tám-tù-ú,
Tamura,FALSE,Ta-mu-ur-a,
Tamuri,FALSE,Ta-mu-ri; Ta-mu-ri-i,
Tamuria,FALSE,Ta-mu-ri-a; Ta-mu-ur-i-a; Ta-am-ri-a; ta-mu-ri<-a>; ta-mu-ri-a; ta-mu-ur-i-a,
Tanawa-išti,FALSE,ta-na-wa-iš-ti,
Tandana,FALSE,Ta-an-da-na,
Tanduli,FALSE,Ta-an-du-li,
Tanušta,FALSE,Ta-nu-uš-ta; Ta-nu-uš-tí,
Tanušti,FALSE,Ta-nu-uš-ta; Ta-nu-uš-tí,
Tapkinda,FALSE,Tap-ki-in-da,
Tappāya,FALSE,,
Taqin-abum,FALSE,,
Taqin-Aššur,FALSE,táq-na-a-šùr,
Taqun-abum,FALSE,Ta-aq-na-bu-um; Da-aq-na-bu-um; Táq-na-be-im,
Tarahnu,FALSE,ta-ar-ah-nu,
Tarahšu,FALSE,da-ra-ak-šu,
Tarakšan,FALSE,Ta-ar-ak-ša-an,
Tarakšu,FALSE,Da-ra-ak-šu,
Tarakum,FALSE,,
Tarām-ili,FALSE,Ta-ra-am-ì-lí; Tár-àm-A-ga-dè.ki,
Tarām-Kūbī,FALSE,,
Tarām-Kūbum,FALSE,,
Taraš,FALSE,Ta-ra-áš,
Taratar,FALSE,Ta-ra-tár,
Tarawa,FALSE,,
Tarawazi,FALSE,Da-ra-wa-zi,
Tarazu,FALSE,Da-ra-zu,
Tarbaliail,FALSE,ta-ar-ba-li-a-il,
Tarbišan,FALSE,ta-ar-bi-ša-an,
Targašan,FALSE,ta-ar-ga-ša-an,
Tarhala,FALSE,ta-ar-ha-[lá]; [ta]-ar-ha-lá; ta-ar-ha-lá,
Tarhašiat,FALSE,Da-ar-ha-ší-at; Ta-ar-ha-áš-it,
Tarhnu,FALSE,ta-ar-ah-nu,
Tarhuala,FALSE,Ta-ar-hu-a-lá; Tár-hu-a-lá; Ta-ar-hu-lá; Tár-hu-lá; Ta-ar-ha-lá; ta-ar-hu-a-lá; tár-hu-a-lá,
Tarhuan,FALSE,Tár-hu-a-an,
Tarhudašu,FALSE,Tár-hu-da-šu; Ta-ar-hu-ta-šu; tár-hu-da-šu,
Tarhula,FALSE,ta-ar-hu-lá; tár-hu-lá,
Tarhunia,FALSE,Tár-hu-ni-a,
Tarhunu,FALSE,Ta-ar-hu-nu; Ta-ar-ah-nu,
Tarhuši,FALSE,ta-ar-hu-ši,
Tarhušit,FALSE,Tár-hu-ší-it,
Tarhutašu,FALSE,ta-ar-hu-ta-šu,
Tari,FALSE,,
Tarībatum,FALSE,Ta-ri-ba-tum,
Tarikuda,FALSE,Ta-ri-ku-da; Tí-ri-ku-da; ta-ri-ku-da,
Tarikuta,FALSE,ta-ri-ku-ta,
Tarikutana,FALSE,Ta-ri-ku-ta-na,
Tarīš-mātum,FALSE,Ta-ri-iš-ma-tim; Ta-ri-iš-ma-tum; Ta-ri-iš-ma-tim,Tarišmatum
Tarīša,FALSE,Ta-ri-ša; [t]a-ri-ša,Tariša
Tarkada,FALSE,Ta-ar-kà-da,
Tarkašan,FALSE,Ta-ar-kà-ša-an,
Tarkuala,FALSE,Ta-ar-ku-a-lá,
Tarmali,FALSE,Ta-ar-ma-l[i],
Tarmalia,FALSE,Ta-ar-ma-li-a; ta-ar-ma-li-a; tár-ma-li-a; ta-ar-ma-li-<<li>>-a,
Tarmana,FALSE,Ta-ar-ma-na; Tár-ma-na; ta-ar-ma-na; [t]a-ar-ma-na; tár-ma-na,
Tarmua,FALSE,ta-ar-mu-a,
Tarnuaru,FALSE,Tár-nu-a-ru,
Tarša,FALSE,ta-ar-ša-ša-an; ta-ar-ša,
Taršašan,FALSE,Ta-ar-ša-ša-an,
Taršiat,FALSE,Ta-ar-ší-a-at,
Taršibi,FALSE,ta-ar-ši-bi,
Taršibiala,FALSE,Tár-ší-pì-a-/li,
Taršibiatiša,FALSE,ta-ar-ši-bi-a-ti-ša,
Taršit,FALSE,,
Taršura,FALSE,Ta-ar-šu-ra,
Taruhnu,FALSE,Ta-ru-ùh-nim,
Tarwašiala,FALSE,Ta-ar-wi-ší-a-lá; ta-ar-wa-ší-a-la!; ta-ar-wa-ší-a-la,
Tarzulia,FALSE,Tár-zu-li-a,
Tašam,FALSE,Ta-ša-am; [t]a-ša-am!; ta-ša-am,
Tašama,FALSE,ta-ša-ma,
Tašia,FALSE,ta-ši-a,
Tašima,FALSE,Ta-ší-ma,
Taška,FALSE,Ta-áš-kà,
Taskuli,FALSE,ta-as-ku-li,
Taškuria,FALSE,ta-áš-ku-ri-a,
Tašmētum,FALSE,,
Tašmētum-bēltī,FALSE,ta-áš-me-tù-um-bé-el-tí,
Tašušu,FALSE,Ta-šu-šu-ú,
Tataiš,FALSE,ta-ta-iš,
Tatala,FALSE,Ta-ta-lá,
Tatali,FALSE,Ta-ta-li; Ta-ta-li-i; ta-ta-li; ta-ta-li-i,
Tatana,FALSE,Ta-ta-na,
Tatašmiš,FALSE,Ta-ta-áš-mì-iš; Ta-ta-áš-mì-šu,
Tataya,FALSE,,
Tatkapu,FALSE,Ta-at-kà-pu-ú; [Ta-at]-ki-pu-uš,
Tatkipu,FALSE,ta-at-ka-pu-ú; [ta-at-]ki-pu-uš,
Tatkipuš,FALSE,,
Tatma,FALSE,ta-at-ma,
Tatuhali,FALSE,ta-tù-ha-li,
Tatūr-ališša,FALSE,Ta-tur4-a-li-ša,
Tawila,FALSE,ta-wi-la,
Tāya,FALSE,Ta-a; Ta-a-a; Ta-i-a,
Tazina,FALSE,Ta-zi-na,
Taziza,FALSE,ta-zi-za,
Tazkul,FALSE,Ta-az-ku-ul; Ta-sá-ku-ul,
Tazuzali,FALSE,,
Tebulka,FALSE,,
Telina,FALSE,té-li-na; té-li-na-a,
Tepulka,FALSE,té-pu-ul-kà,
Tibula,FALSE,di-bu-la,
Tiburšiā'i'ūm,FALSE,,
Tidawašu,FALSE,ti-da-wa-šu,
Tigara,FALSE,,
Tigarašu,FALSE,,
Tikanu,FALSE,Tí-kà-nu,
Tikara,FALSE,Tí-kà-ra,
Tiki,FALSE,Tí-ki,
Tikšar,FALSE,Tí-ik-ša-ar; Tí-ik-šar; tí-ik-ša-a[r]; tí-ik-šar,
Til-Tummani'um,FALSE,,
Tilia,FALSE,Tí-li-a,
Tilina,FALSE,Tí-li-na,
Tiliuruman,FALSE,Tí-li-ú-ru-ma-an,
Tiltitiš,FALSE,tí-il5-tí-tí-iš,
Timelkiya,FALSE,,
Timlikum,FALSE,Tí-im-li-ki-im,
Timuil,FALSE,Tí-mu-el,
Tinala,FALSE,Ti-na-la,
Tinari,FALSE,tí-na-ri,
Tipukunian,FALSE,Tí-pu-ku-ni-a-an,
Tipula,FALSE,Tí-pu-lá,
Tipulka,FALSE,Tí-pu-ul-kà,
Tirikuda,FALSE,tí-ri-ku-da,
Tiripa,FALSE,Tí-ri-pá,
Tiša,FALSE,Tí-ša,
Tišaiš,FALSE,Tí-ša-i-iš,
Tišalim,FALSE,Tí-ša-lim,
Tištihaluba,FALSE,tí-iš-tí-ha-lu-ba,
Titadra,FALSE,,
Titawašhi,FALSE,tí-ta-wa-áš-hi,
Titi,FALSE,Tí-tí-i; Tí-tí-e,
Titiar,FALSE,Tí-tí-ar,
Titime,FALSE,Tí-i-tí-me,
Titimi,FALSE,tí-i-tí-mì,
Titinari,FALSE,,
Titinatal,FALSE,Tí-tí-na-ri,
Titipiulka,FALSE,tí-tí-pì-ul-kà,
Tittiya,FALSE,Tí-tí-a,
Titumian,FALSE,Tí-tù-me-an; Tí-tù-me-am,
Titurnablam,FALSE,,
Tiwalis,FALSE,Tí-wa-li-is,
Tiwališ,FALSE,,
Tiwatia,FALSE,Tí-wa-tí-a,
Tiwatiwa,FALSE,,
Tiwiliz,FALSE,tí-wi-li-iz,
Tizaruman,FALSE,Tí-za-ru-ma-an,
Tizuhi,FALSE,Tí-zu-hi,
Tù-wi-tù-wi,FALSE,,
Tu'īmtum,FALSE,Tù-i-im-tim,
Tu'īmum,FALSE,Tù-i-mì-im,
Tuanua,FALSE,,
Tuarhala,FALSE,tù-ar-ha-lá,
Tuarhunu,FALSE,tù-ar-hu-nu,
Tubagili,FALSE,tù-ba-gi-li,
Tudhalia,FALSE,Tù-ud-ha-li-a; Tù-ud-hi-li-a; Tù-tí-hi-li-a,
Tudhiliaš,FALSE,,
Tuhiumnan,FALSE,Tù-hi-um-na-an,
Tuhnada,FALSE,Tù-ùh-na-da,
Tuhniš,FALSE,Tù-ùh-ni-iš,
Tuhpia,FALSE,,
Tuhši,FALSE,tù-ùh-ší,
Tuhtuhānum,FALSE,,
Tuhupiš,FALSE,Tù-hu-pí-iš; ; Tù-hu-pì-iš; tù-hu-pì-iš,
Tuhušili,FALSE,Tù-hu-ší-li,
Tuhušipha,FALSE,tù-hu-ší-ip-ha,
Tuimtum,FALSE,,
Tuklānum,FALSE,,
Tulaliāum,FALSE,,
Tuli,FALSE,Du-li,
Tulinuwa,FALSE,Tù-li-nu-wa,
Tuma,FALSE,du-ma,
Tumana,FALSE,tù-ma[-na]; tù-ma-na,
Tumišna,FALSE,tù-mi-iš-na,
Tumli’ā’um,FALSE,,
Tunia,FALSE,Du-ni-a,
Tunikuni,FALSE,Du-ni-ku-ni,
Tunum,FALSE,Du-ni-im,
Tunumna,FALSE,Du-nu-um-na; tù-nu-um-na,
Tunumnazu,FALSE,,
Tupawatar,FALSE,tù-pá-wa-tár,
Tupazu,FALSE,tù-pa-zu,
Tupisi,FALSE,tù-pì-sí,
Tupisialka,FALSE,Tù-pí-sí-al-kà,
Tupizi,FALSE,,
Tupizialka,FALSE,tù-pì-zi-al-kà,
Tuptulu,FALSE,tù-up-tù-lu,
Tūr-Adad,FALSE,,
Tūr-Aššur,FALSE,du-ur-a-šur,
Tūr-Ea,FALSE,Tù-ri-e-a,
Tūr-Ištar,FALSE,du-ur-IŠTAR,
Tūram-Adad,FALSE,Tù-ra-am-{d}IM; Tù-ur-{d}IM,
Tūram-Aššur,FALSE,tù-ra-am-a-šùr,
Turam-ašur,FALSE,tù-ra-am-a-šur; tù-ra-am-da-šùr,
Tūram-bēlī,FALSE,Tù-ra-be-lí,
Turam-Dagan,FALSE,,
Turam-il,FALSE,,
Turam-ilī,FALSE,,
Tūram-ilī,FALSE,Tù-ra-am-ì-lí; Tù-ra-me-el; Tù-ra-ì-lí,
Turaya,FALSE,,
Turāya,FALSE,,
Tūrāya,FALSE,Tù-ra-a; Tù-ra-a-a,
Tureya,FALSE,Tù-re-e-a,
Turhala,FALSE,du-ur-ha-la,
Turhumit,FALSE,,
Tūrī-Ištar,FALSE,,
Turmali,FALSE,Tù-ur-ma-li-i; tur4-ma-li,
Turu-Dagan,FALSE,,
Turuhna,FALSE,Tù-ru-ùh-na; Tù-ru-ùh-nu; tù-ru-ùh-na,
Turuhnu,FALSE,tù-ru-ùh-nu,
Turupani,FALSE,Tù-ru-pá-ni,
Tuša,FALSE,Tù-ša,
Tušala,FALSE,Tù-ša-lá,
Tušara,FALSE,Tù-ša-ra; tù-ša-ra; Tù-ša-la,
Tušaša,FALSE,Tù-ša-ša; Tù-ša-ra,
Tuškurunua,FALSE,du-uš-ku-ru-nu-a,
Tušu,FALSE,Tù-šu,
Tušua,FALSE,Tù-šu-a,
Tušuba,FALSE,du-šu-ba,
Tušula,FALSE,Tù-šu-lá; tu-šu-lá,
Tušupa,FALSE,Tù-šu-pá,
Tutaya,FALSE,Tù-ta-a; Tù-ta-a,
Tuthala,FALSE,tù-ut-hal-a!,
Tuthalia,FALSE,tù-ut-ha-li-[a]; tù-ut-ha-li-a; tù-ut-ha-li[-a],
Tuthilia,FALSE,tù-ut-hi-li-a; tu-ut-hi-li-a,
Tuthiliaš,FALSE,tù-ut-hi-li-a; tù-ut-hi-li-áš,
Tutu-piāla,FALSE,,
Tutuhali,FALSE,Tù-tù-ha-li,
Tutulani,FALSE,Tù-tù-lá-ni,
Tutuli,FALSE,Tù-tù-li,
Tutulidi,FALSE,Tù-tù-li-dí,
Tutupiala,FALSE,Tù-tù-pì-a-lá,
Tuwa,FALSE,Tù-ú-a,
Tuwa-kammalia,FALSE,Tù-wa-kam-ma-li-a,
Tuwakammalia,FALSE,tù-wa-kam-ma-li-a,
Tuwanuwa,FALSE,Tù-a-nu-a,
Tuwarahšu,FALSE,Tù-wa-ra-ah-šu,
Tuwatuwa,FALSE,tù-wa-tù-wa,
Tuwazi,FALSE,Tù-wa-zi,
Tuwituwi,FALSE,Tù-ú-i-tù-ú-i; Tù-wi-tù-wi,
Tuzanani,FALSE,Tù-za-na-ni,
Tuzu,FALSE,tù-zu,
Tuzuši,FALSE,Tù-zu-ší,
Uamim-Ištar,FALSE,,
Ubadiahšu,FALSE,Ú-pá-tí-a-ah-šu,
Ubarzāya,FALSE,,
Ubāya,FALSE,,
Ubhakum,FALSE,Up-ha-ki-im,
Udkaria,FALSE,Ut-kà-ri-a,
Udkarišan,FALSE,,
Udnahupa,FALSE,Ut-na-hu-pá; ud-na-hu-pá,
Udniahšu,FALSE,,
Udnihšu,FALSE,,
Udruašu,FALSE,Ut-ru-wa-šu; Ut-ru-a-šu,
Udu,FALSE,ú-du,
Udunuman,FALSE,Ú-tù-nu-ma-an,
Ugawa,FALSE,Ú-ga-wa; U-ga-wa,
Ukabinahu,FALSE,Ú-ga-ba-na-hi,
Ukida,FALSE,Ú-ki-da,
Uku,FALSE,Ú-ku,
Ukua,FALSE,ú-ku,
Ukula,FALSE,Ú-ku-la,
Ukupturuš,FALSE,Ú-ku-up-tù-ru-uš; Ú-ku-up-ta-ru-uš,
Ukuri,FALSE,Ú-ku-ri; ; Ú-ku-ri-i,
Ulama,FALSE,,
Ulamil,FALSE,,
Ulanašu,FALSE,Ú-lá-na-šu,
Ulāya,FALSE,Ú-lá-a; Ú-lá-a-a,
Ulia,FALSE,,
Ulida,FALSE,Ú-li-da 94/k 990,
Uliliuman,FALSE,Ú-li-li-ú-ma-an,
Ulimahšu,FALSE,Ú-li-ma-ah-šu,
Ulišan,FALSE,ú-li-ša-an,
Ulišaram,FALSE,Ú-li-ša-ra-am,
Ullammil,FALSE,Ú-lá-mì-il5; Ú-lu-ma-il5,
Ulu,FALSE,ú-lu,
Ululā,FALSE,Ú-lá-a; Ú-lu-lá; Ú-lu-lá-a,
Ummaknu,FALSE,,
Ummana,FALSE,Um-ma-na; here also Ú-ma-nam; Ú-ma-nim,
Ummaya,FALSE,ú-ma-a,
Ummaza,FALSE,Um-ma-za,
Ummi,FALSE,,
Ummī-Atašna,FALSE,um-me-a-ta-áš-na,
Ummī-Hepa,FALSE,Um-mì-he-pá,
Ummi-Išhara,FALSE,,
Ummī-Išhara,FALSE,Um-mì-Iš-ha-ra,
Ummī-Kubabat,FALSE,Um-mì-Ku-ba-ba-at,
Ummī-nara,FALSE,um-mì-na-ra,
Ummī-Nawar,FALSE,Um-me-na-wa-ar,
Ummī-sār,FALSE,,
Ummī-sāri,FALSE,,
Ummi-ṭabat,FALSE,,
Ummī-ṭābat,FALSE,um-me-DÙG-at,
Ummiatašna,FALSE,,
Umminara,FALSE,Um-me-na-ra,
Ummini,FALSE,,
Ummizar,FALSE,Um-me-za-ar,
Umutallum,FALSE,,
Unaba,FALSE,Ú-na-pá; Ú-nu-pá,
Unania,FALSE,Ú-na-ni-a,
Unapa,FALSE,ú-na-pá,
Unapše,FALSE,Ú-na-ap-ší; Ú-na-áp-ší,
Unapšenni,FALSE,Ú-na-áp-šé-ni,
Unapši,FALSE,,
Uni,FALSE,ú-ni,
Unibzim,FALSE,,
Uniuni,FALSE,ú-ni-ú-ni,
Unuba,FALSE,ú-nu-ba,
Unupa,FALSE,,
Upatiahšu,FALSE,ú-pá-tí-a-ah-šu,
Upe,FALSE,ú-pe,
Uphāqum,FALSE,,
Upuiman,FALSE,,
Upuiuman,FALSE,ú-pu-ú-i-ú-ma-an; [ú-]pu-ú-i-<ú->ma-an,
Ur-Kugga,FALSE,,
Ur-Lugalbanda,FALSE,UR-{d}LUGAL.BÀNDA,
Urad-Aššur,FALSE,,
Urame,FALSE,ú-ra-mì,
Urani,FALSE,ur-a-ni,
Urāni,FALSE,Ú-ra-ni; Ur-a-ni,
Uranuman,FALSE,Ú-ra-nu-ma-an,
Uraya,FALSE,,
Urāya,FALSE,Ú-ra-a; Ú-ra-a-a,
Urda,FALSE,,
Urdala,FALSE,Ur-da-lá,
Urdānum,FALSE,Ur-da-num,
Urduba,FALSE,ur-du-ba,
Urdum,FALSE,,
Urdušu,FALSE,Ur-du-šu,
Urišiši,FALSE,,
Urnahudu,FALSE,ur-na-hu-du,
Uršiša,FALSE,Ur-ší-ša,
Uršiši,FALSE,Ur-ší-ší; Ú-ur-ší-ší; Ú-ri-ší-ší,
Uršuhi,FALSE,Ur-šu-hi,
Uršunuwa,FALSE,Ur-šu-nu-wa,
Ušama,FALSE,Uš-a-ma,
Ušanalum,FALSE,,
Usanum,FALSE,,
Usānum,FALSE,Ú-sá-num; Ú-sà-num,
Usaria,FALSE,,
Usāria,FALSE,,
Uṣāria,FALSE,Ú-za-ri-a,
Ušbila,FALSE,Uš-pí-lá,
Ušbita,FALSE,Uš-pí-ta,
Ušhalia,FALSE,Uš-ha-li-a,
Ušhašra,FALSE,uš-ha-áš-ra,
Ušhata,FALSE,Uš-ha-ta; Ú-uš-ha-ta; uš-ha-ta,
Ušher,FALSE,uš-he-er,
Ušhuba,FALSE,uš-hu-ba,
Ušhueni,FALSE,uš-hu-e-ni,
Ušhupa,FALSE,uš-hu-pá,
Ušinuman,FALSE,ú-ší-nu-ma-an; wa-ší-nu-ma-an,
Ušmanahšu,FALSE,Uš-ma-na-ah-šu,
Usmaya,FALSE,,
Ušmaya,FALSE,,
Ušmāya,FALSE,Uš-ma-a; Uš-ma-a-a; Us-ma-a,
Ušmeta,FALSE,uš-me-ta,
Ušmita,FALSE,Uš-mì-ta,
Ušnama,FALSE,Uš-na-ma,
Ušnara,FALSE,uš-na-ra,
Ušnuman,FALSE,Uš-nu-ma-an; uš-[n]u-ma-an; uš-nu-ma-an,
Ušrupia,FALSE,Uš-ru-pí-a,
Uštahšušar,FALSE,uš-ta-ah-šu-ša-ar,
Uštala,FALSE,Uš-ta-lá,
Ušuba,FALSE,ú-šu-ba,
Usubuhamazāya,FALSE,,
Usuhinum,FALSE,,
Ušuna,FALSE,,
Ušunama,FALSE,ú-šu-na,
Ušunaman,FALSE,Ú-šu-na-ma; Ú-šu-na-ma-an,
Uṣup-iškum,FALSE,Ú-zu-be-iš-ki-im; Ú-zi-bi-iš-ki-im,
Uṣur-Anum,FALSE,Ú-ṣú-ra-nim,
Uṣur-Aššur,FALSE,ú-ṣur-a-šur,
Uṣur-awat-Aššur,FALSE,Ú-ṣur-a-wa-at-A-šur,
Uṣur-Ištar,FALSE,ú-ṣur-u-dar,
Uṣur-pī-Aššur,FALSE,ú-ṣú-ur-pì-a-šur,
Uṣur-pī-ša-Aššur,FALSE,ú-ṣur-pi-ša-a-šur,
Uṣur-ša-Aššur,FALSE,Ú-ṣú-ur-ša-A-šùr; Ú-ṣur-ša-A-šur,
Uṣur-ša-Aššur; Uṣurša-ašur,FALSE,Ú-ṣur-ša-A-šur,
Uṣur-ša-Ištar,FALSE,Ú-ṣú-ur-ša-Ištar; Ú-ṣur-ša-Ištar; Ú-ṣur-ší-Ištar,
Uṣur-Wēr,FALSE,Ú-ṣur-{d}We-er,
Uṣurānu,FALSE,,
Uṣuranum,FALSE,,
Uṣurānum,FALSE,,
Uṣurawat-ašur,FALSE,ú-ṣur-a-wa-at-a-šur,
Uṣuria,FALSE,,
Uṣurpia,FALSE,Ú-zu-ur-pì-a,
Uṣurša-ašur,FALSE,ú-ṣur-ša-a-šur,
Uṣuška,FALSE,ú-ṣú-uš-kà,
Ušušnuman,FALSE,uš-uš-nu-ma-an,
Ušwana,FALSE,Uš-wa-na,
Uta-ahum,FALSE,Ú-ta-hi-im; Ú-ta-hi,
Utahi,FALSE,,
Utahum,FALSE,,
Utaki,FALSE,ú-ta-ki,
Utkaria,FALSE,ut-kà-ri-a,
Utkarišan,FALSE,,
Utkinazu,FALSE,ut-ki-na-zu,
Utniahšu,FALSE,ut-ni-ah-šu,
Utruašu,FALSE,ut-ru-wa-šu; ut-ru-a-šu,
Utruwaššu,FALSE,,
Utullī,FALSE,,
Utuni,FALSE,,
Utunuman,FALSE,ú-tù-nu-ma-an,
Ututu,FALSE,Ú-du-du,
Uwa,FALSE,Ú-wa-a,
Uwaku,FALSE,ú-wa-ku,
Uwanamea,FALSE,ú-wa-na-mì-a,
Uwašada,FALSE,Ú-wa-ša-da,
Uza,FALSE,Ú-za-a,
Uzāria,FALSE,,
Uzariya,FALSE,,
Uzāya,FALSE,,
Uzi,FALSE,Ú-zi,
Uzia,FALSE,Ú-zi-a,
Uzie,FALSE,,
Uzim,FALSE,Ú-zi-im; Ú-zi,
Uzinum,FALSE,Ú-zi-nim,
Uzu,FALSE,ú-zi-im,
Uzua,FALSE,Ú-zu-a; Ú-zu-ú-a,
Uzub-iškum,FALSE,,
Uzubiškum,FALSE,,
Uzudu,FALSE,Ú-zu-du-ú,
Uzum,FALSE,,
Uzuna,FALSE,ú-zu-na,
Uzuška,FALSE,Ú-zu-uš-kà,
Uzuwa,FALSE,,
Uzuzuman,FALSE,Ú-zu-zu-ma-an,
Wa-áb-ri-im,FALSE,,
Wa’anahšu,FALSE,wa-a-na-ah[-šu]; wa-a-na-ah-šu,
Wabara,FALSE,wa-ba-ra,
Wabarātum,FALSE,,
Wabilanni,FALSE,,
Wadabra,FALSE,Wa-da-ap-ra,
Wadduan,FALSE,wa-ad-du-an,
Wadniahšu,FALSE,Wa-at-ni-ah-šu; Wa-at-ni-a-ah-šu; ; Ut-ni-ah-šu,
Wadnistuan,FALSE,Wa-at-ni-is-du-an,
Wadu’u,FALSE,wa-du-ú,
Wahaniait,FALSE,Wa-ha-ni-a-it,
Wahšua,FALSE,Wa-ah-šu-a,
Wahšušana,FALSE,,
Waiškuwa,FALSE,wa-iš!-ku-wa,
